running_time,12807.41137957573
dt,1e-05
IC,MeanExitTime
2.0000000000,0.0000000000
2.0402684564,0.0360420300
2.0805369128,0.0632276200
2.1208053691,0.1004664900
2.1610738255,0.1201312200
2.2013422819,0.1582210600
2.2416107383,0.1844653500
2.2818791946,0.1831634600
2.3221476510,0.2160755000
2.3624161074,0.2293584400
2.4026845638,0.2424493600
2.4429530201,0.2607122600
2.4832214765,0.2621041500
2.5234899329,0.3059326100
2.5637583893,0.3196379200
2.6040268456,0.3296577000
2.6442953020,0.3527899500
2.6845637584,0.3725448800
2.7248322148,0.3813130700
2.7651006711,0.3874058400
2.8053691275,0.4082688500
2.8456375839,0.4076102900
2.8859060403,0.3994073300
2.9261744966,0.3877031500
2.9664429530,0.4212478300
3.0067114094,0.4018965600
3.0469798658,0.4166990900
3.0872483221,0.4268766600
3.1275167785,0.4450020500
3.1677852349,0.4272198300
3.2080536913,0.4520743400
3.2483221477,0.4309566000
3.2885906040,0.4597404800
3.3288590604,0.4616559700
3.3691275168,0.4632010900
3.4093959732,0.4616255100
3.4496644295,0.4676617100
3.4899328859,0.4524428300
3.5302013423,0.4778314900
3.5704697987,0.4509057900
3.6107382550,0.4439352000
3.6510067114,0.4731041700
3.6912751678,0.4548860400
3.7315436242,0.4809212800
3.7718120805,0.4711486100
3.8120805369,0.4706199600
3.8523489933,0.4717495600
3.8926174497,0.4760960200
3.9328859060,0.4859775300
3.9731543624,0.4686342600
4.0134228188,0.4649558100
4.0536912752,0.4513733200
4.0939597315,0.4659416800
4.1342281879,0.4545622100
4.1744966443,0.4473527800
4.2147651007,0.4496744300
4.2550335570,0.4354502200
4.2953020134,0.4613252100
4.3355704698,0.4457621500
4.3758389262,0.4453365600
4.4161073826,0.4118632800
4.4563758389,0.4189469500
4.4966442953,0.4284022500
4.5369127517,0.4226964600
4.5771812081,0.4442854900
4.6174496644,0.4170315700
4.6577181208,0.4146984700
4.6979865772,0.4220212700
4.7382550336,0.4170629900
4.7785234899,0.4032303900
4.8187919463,0.4218081700
4.8590604027,0.4085458000
4.8993288591,0.4068990300
4.9395973154,0.3929146300
4.9798657718,0.3925004100
5.0201342282,0.4026095200
5.0604026846,0.3956642800
5.1006711409,0.3775254000
5.1409395973,0.3712747400
5.1812080537,0.3429706500
5.2214765101,0.3429121400
5.2617449664,0.3685049600
5.3020134228,0.3715301200
5.3422818792,0.3255202200
5.3825503356,0.3432851400
5.4228187919,0.3520027700
5.4630872483,0.3231258300
5.5033557047,0.3390918400
5.5436241611,0.3428170600
5.5838926174,0.3175577700
5.6241610738,0.3104371000
5.6644295302,0.3231081400
5.7046979866,0.3039845200
5.7449664430,0.3063263400
5.7852348993,0.2988649800
5.8255033557,0.3043857000
5.8657718121,0.2992482800
5.9060402685,0.2903664600
5.9463087248,0.2614823100
5.9865771812,0.2847781600
6.0268456376,0.2683779800
6.0671140940,0.2698088500
6.1073825503,0.2587426300
6.1476510067,0.2422286800
6.1879194631,0.2445307100
6.2281879195,0.2521699400
6.2684563758,0.2415673700
6.3087248322,0.2217651200
6.3489932886,0.2088626700
6.3892617450,0.2079314600
6.4295302013,0.2107448700
6.4697986577,0.2194089700
6.5100671141,0.2066944600
6.5503355705,0.2107666100
6.5906040268,0.1860083500
6.6308724832,0.1803009900
6.6711409396,0.1773426000
6.7114093960,0.1715080700
6.7516778523,0.1511254700
6.7919463087,0.1537982400
6.8322147651,0.1562690900
6.8724832215,0.1463791700
6.9127516779,0.1534416300
6.9530201342,0.1616492400
6.9932885906,0.1310973000
7.0335570470,0.1385661100
7.0738255034,0.1150491800
7.1140939597,0.1146774800
7.1543624161,0.1259693400
7.1946308725,0.1177054800
7.2348993289,0.0987961500
7.2751677852,0.1051511500
7.3154362416,0.0942555100
7.3557046980,0.0903112200
7.3959731544,0.0766749100
7.4362416107,0.0825933300
7.4765100671,0.0728522800
7.5167785235,0.0744548500
7.5570469799,0.0584630900
7.5973154362,0.0529195600
7.6375838926,0.0545582500
7.6778523490,0.0417297000
7.7181208054,0.0415118700
7.7583892617,0.0309232500
7.7986577181,0.0228184500
7.8389261745,0.0286993500
7.8791946309,0.0214774500
7.9194630872,0.0119058600
7.9597315436,0.0047163000
8.0000000000,0.0000000000
